CaseID,Activity,Timestamp
25,Closed-complete,15021.312824074073
26,Assign seriousness-complete,15064.186655092593
26,Take in charge ticket-complete,15064.188877314815
26,Wait-complete,15064.235891203703
26,Take in charge ticket-complete,15064.333657407407
26,Resolve ticket-complete,15064.333807870371
26,Closed-complete,15099.285254629629
27,Assign seriousness-complete,15302.501574074075
27,Take in charge ticket-complete,15302.50179398148
27,Resolve ticket-complete,15320.294988425925
27,Closed-complete,15335.295185185185
28,Assign seriousness-complete,16003.537488425925
28,Take in charge ticket-complete,16003.53755787037
28,Create SW anomaly-complete,16003.537638888889
28,Require upgrade-complete,16003.537766203704
28,Require upgrade-complete,16023.580416666666
28,Resolve ticket-complete,16062.255613425927
29,Assign seriousness-complete,15551.296898148148
29,Take in charge ticket-complete,15551.29699074074
29,Resolve ticket-complete,15551.395601851851
29,Closed-complete,15597.299050925925
30,Assign seriousness-complete,14995.324537037037
30,Take in charge ticket-complete,15012.305381944445
30,Resolve ticket-complete,15015.292592592592
30,Closed-complete,15030.292766203704
31,Assign seriousness-complete,15810.403703703703
31,Take in charge ticket-complete,15813.170960648149
31,Create SW anomaly-complete,15813.179189814815
31,Require upgrade-complete,15813.17943287037
31,Resolve ticket-complete,15840.437951388889
31,Closed-complete,15855.438194444445
32,Assign seriousness-complete,15091.193564814816
32,Take in charge ticket-complete,15091.407094907407
32,Resolve ticket-complete,15092.220925925925
32,Closed-complete,15129.194791666667
33,Assign seriousness-complete,15824.4325
33,Take in charge ticket-complete,15839.495671296296
33,Resolve ticket-complete,15840.304918981481
33,Closed-complete,15855.305092592593
34,Assign seriousness-complete,15867.456018518518
34,Take in charge ticket-complete,15881.321354166666
34,Wait-complete,15881.32210648148
34,Wait-complete,15882.435462962963
34,Resolve ticket-complete,15891.304537037036
34,Closed-complete,15906.304652777777
35,Assign seriousness-complete,15357.26076388889
35,Resolve ticket-complete,15357.324039351852
35,Closed-complete,15409.264386574074
36,Assign seriousness-complete,15154.296388888888
36,Take in charge ticket-complete,15155.415543981482
36,Resolve ticket-complete,15160.189386574075
36,Closed-complete,15185.298842592592
37,Assign seriousness-complete,15015.384108796296
37,Take in charge ticket-complete,15015.384409722223
37,Resolve ticket-complete,15015.555578703703
37,Resolve ticket-complete,15035.474976851852
37,Take in charge ticket-complete,15035.475081018518
37,Wait-complete,15035.561018518518
37,Take in charge ticket-complete,15037.317939814815
37,Resolve ticket-complete,15037.317997685184
37,Closed-complete,15067.234965277778
38,Assign seriousness-complete,15419.2484375
38,Take in charge ticket-complete,15419.248784722222
38,Resolve ticket-complete,15419.263148148148
38,Closed-complete,15451.542083333334
39,Assign seriousness-complete,15946.337488425926
39,Take in charge ticket-complete,15959.41513888889
39,Wait-complete,15960.28236111111
39,Resolve ticket-complete,15975.28539351852
39,Closed-complete,15990.285543981481
40,Assign seriousness-complete,15561.3840625
40,Take in charge ticket-complete,15561.384363425926
40,Resolve ticket-complete,15561.406944444445
40,Closed-complete,15595.38917824074
41,Assign seriousness-complete,14957.364189814814
41,Take in charge ticket-complete,14957.36454861111
41,Resolve ticket-complete,14957.364722222223
41,Closed-complete,15001.368414351851
42,Assign seriousness-complete,15141.39142361111
42,Take in charge ticket-complete,15141.410474537037
42,Resolve ticket-complete,15141.444340277778
42,Closed-complete,15185.396215277779
43,Assign seriousness-complete,15440.247592592592
43,Take in charge ticket-complete,15440.2690625
43,Resolve ticket-complete,15440.328796296297
43,Closed-complete,15486.250231481481
44,Assign seriousness-complete,14942.58980324074
44,Take in charge ticket-complete,14942.597210648148
44,Resolve ticket-complete,14942.5978125
44,Closed-complete,14974.590601851853
45,Assign seriousness-complete,15359.505717592592
45,Take in charge ticket-complete,15364.407164351851
45,Resolve ticket-complete,15401.361793981481
45,Closed-complete,15416.36201388889
46,Assign seriousness-complete,15658.523113425927
46,Take in charge ticket-complete,15659.481574074074
46,Take in charge ticket-complete,15659.48193287037
46,Wait-complete,15660.4009375
46,Resolve ticket-complete,15688.514456018518
46,Closed-complete,15703.514618055555
47,Assign seriousness-complete,15119.283541666666
47,Take in charge ticket-complete,15119.283831018518
47,Resolve ticket-complete,15124.503171296295
47,Closed-complete,15156.285150462963
48,Insert ticket-complete,14944.488182870371
48,Assign seriousness-complete,14945.505243055555
48,Take in charge ticket-complete,14945.505335648148
48,Resolve ticket-complete,14945.5059375
48,Closed-complete,14975.506145833333
49,Assign seriousness-complete,15303.523541666667
49,Take in charge ticket-complete,15303.533194444444
49,Wait-complete,15307.53304398148
49,Resolve ticket-complete,15310.601354166667
49,Closed-complete,15346.597523148148
50,Assign seriousness-complete,15355.370150462963
50,Take in charge ticket-complete,15355.374895833333
50,Resolve ticket-complete,15355.609652777777
50,Resolve ticket-complete,15355.609664351852
50,Closed-complete,15386.375659722222
51,Assign seriousness-complete,15504.455277777777
51,Take in charge ticket-complete,15505.171597222223
51,Wait-complete,15506.178090277777
51,Resolve ticket-complete,15523.278518518518
51,Closed-complete,15539.187743055556
52,Assign seriousness-complete,15547.512800925926
52,Take in charge ticket-complete,15547.512905092593
52,Resolve ticket-complete,15548.323935185184
52,Closed-complete,15595.514525462962
53,Assign seriousness-complete,14896.453622685185
53,Take in charge ticket-complete,14897.418472222222
53,Wait-complete,14910.508969907407
53,Wait-complete,14910.508969907407
53,Take in charge ticket-complete,14911.445844907408
53,Resolve ticket-complete,14917.283472222221
53,Closed-complete,14947.283993055555
54,Assign seriousness-complete,16016.264571759259
54,Take in charge ticket-complete,16038.299189814816
54,Resolve ticket-complete,16041.593310185186
54,Closed-complete,16056.593518518519
55,Assign seriousness-complete,15273.535902777778
55,Take in charge ticket-complete,15278.554895833333
55,Wait-complete,15285.281157407408
55,Resolve ticket-complete,15299.264849537038
55,Closed-complete,15314.265
56,Assign seriousness-complete,15369.397893518519
56,Resolve ticket-complete,15369.39818287037
56,Closed-complete,15413.40306712963
57,Assign seriousness-complete,14911.277349537037
57,Take in charge ticket-complete,14915.539039351852
57,Resolve ticket-complete,14915.56880787037
57,Closed-complete,14943.361747685185
58,Assign seriousness-complete,15660.576041666667
58,Create SW anomaly-complete,15660.576284722221
58,Require upgrade-complete,15672.493136574074
58,Resolve ticket-complete,15691.32991898148
58,Closed-complete,15706.330162037037
59,Assign seriousness-complete,15427.394872685185
59,Take in charge ticket-complete,15427.394988425925
59,Resolve ticket-complete,15427.522881944444
59,Resolve ticket-complete,15427.522881944444
59,Closed-complete,15458.396030092592
60,Assign seriousness-complete,15070.524872685186
60,Take in charge ticket-complete,15070.525046296296
60,Wait-complete,15071.528738425926
60,Take in charge ticket-complete,15077.242523148148
60,Resolve ticket-complete,15077.24261574074
60,Closed-complete,15122.243356481482
61,Assign seriousness-complete,15233.169895833333
61,Take in charge ticket-complete,15233.179305555555
61,Resolve ticket-complete,15233.503310185186
61,Closed-complete,15288.257465277778
62,Assign seriousness-complete,15488.511655092592
62,Resolve ticket-complete,15488.5128125
62,Closed-complete,15547.514340277778
63,Assign seriousness-complete,15770.545243055556
63,Take in charge ticket-complete,15786.290289351851
63,Resolve ticket-complete,15786.315462962963
63,Closed-complete,15801.232349537036
64,Assign seriousness-complete,15078.537824074074
64,Assign seriousness-complete,15078.538032407407
64,Wait-complete,15079.320358796296
64,Take in charge ticket-complete,15091.312546296296
64,Wait-complete,15091.312650462964
64,Take in charge ticket-complete,15100.279317129629
64,Resolve ticket-complete,15100.27949074074
64,Closed-complete,15115.279768518518
65,Assign seriousness-complete,15749.48732638889
65,Take in charge ticket-complete,15765.308078703703
65,Wait-complete,15765.343287037036
65,Resolve ticket-complete,15765.58425925926
65,Closed-complete,15780.584444444445
66,Assign seriousness-complete,15517.240891203704
66,Take in charge ticket-complete,15517.24142361111
66,Resolve ticket-complete,15517.420810185185
66,Closed-complete,15576.529513888889
67,Assign seriousness-complete,14973.54392361111
67,Take in charge ticket-complete,14985.27787037037
67,Resolve ticket-complete,14987.406458333333
67,Closed-complete,15017.549143518518
68,Assign seriousness-complete,15441.464837962963
68,Take in charge ticket-complete,15441.465104166668
68,Resolve ticket-complete,15442.313622685186
68,Closed-complete,15472.465543981481
69,Assign seriousness-complete,15800.229421296297
69,Take in charge ticket-complete,15825.435659722221
69,Resolve ticket-complete,15825.439386574075
69,Closed-complete,15840.439548611112
70,Assign seriousness-complete,15132.190891203703
70,Take in charge ticket-complete,15132.19113425926
70,Wait-complete,15163.239560185186
70,Resolve ticket-complete,15167.167083333334
70,Closed-complete,15182.167395833334
71,Assign seriousness-complete,15280.264050925925
71,Take in charge ticket-complete,15280.264363425926
71,Resolve ticket-complete,15280.32616898148
71,Closed-complete,15315.271145833334
72,Assign seriousness-complete,14999.469108796296
72,Take in charge ticket-complete,14999.469421296297
72,Resolve ticket-complete,15019.408819444445
72,Closed-complete,15034.409016203705
73,Assign seriousness-complete,15552.334201388889
73,Resolve ticket-complete,15552.33474537037
73,Closed-complete,15590.333796296296
74,Resolve ticket-complete,15380.404467592592
74,Closed-complete,15440.272789351851
75,Assign seriousness-complete,14679.552708333333
75,Assign seriousness-complete,14722.1978125
75,Take in charge ticket-complete,14722.197905092593
75,Resolve ticket-complete,14722.197962962962
75,Closed-complete,14737.198159722222
76,Assign seriousness-complete,15349.542777777779
76,Resolve ticket-complete,15349.582037037037
76,Closed-complete,15395.5490625
77,Assign seriousness-complete,15973.439328703704
77,Take in charge ticket-complete,15973.439606481481
77,Wait-complete,15973.478993055556
77,Resolve ticket-complete,15999.506921296297
77,Closed-complete,16014.590439814814
78,Assign seriousness-complete,15286.304282407407
78,Take in charge ticket-complete,15286.307349537037
78,Resolve ticket-complete,15313.60638888889
78,Closed-complete,15328.606585648147
79,Assign seriousness-complete,15981.182581018518
79,Take in charge ticket-complete,15982.255798611111
79,Wait-complete,15985.431064814815
79,Wait-complete,15987.192141203705
79,Resolve ticket-complete,16017.310127314815
79,Closed-complete,16032.310289351852
80,Assign seriousness-complete,15554.265949074073
80,Take in charge ticket-complete,15555.383506944445
80,Resolve ticket-complete,15562.30125
80,Closed-complete,15592.301539351853
81,Assign seriousness-complete,14649.27207175926
81,Take in charge ticket-complete,14649.274444444445
81,Wait-complete,14649.274606481482
81,Wait-complete,14649.2753125
81,Take in charge ticket-complete,14659.27199074074
81,Resolve ticket-complete,14659.272222222222
81,Closed-complete,14708.19494212963
82,Assign seriousness-complete,16009.538472222222
82,Take in charge ticket-complete,16009.544733796296
82,Wait-complete,16014.52480324074
82,Resolve ticket-complete,16028.590185185185
82,Closed-complete,16043.590381944445
83,Assign seriousness-complete,15902.47212962963
83,Take in charge ticket-complete,15909.249953703704
83,Wait-complete,15910.215972222222
83,Resolve ticket-complete,15936.5159375
83,Closed-complete,15951.516122685185
84,Assign seriousness-complete,14953.302708333333
84,Take in charge ticket-complete,14953.302974537037
84,Resolve ticket-complete,14953.303171296297
84,Closed-complete,14986.306099537038
85,Assign seriousness-complete,15029.626273148147
85,Take in charge ticket-complete,15029.627604166666
85,Resolve ticket-complete,15037.334872685185
85,Closed-complete,15073.541979166666
86,Assign seriousness-complete,15503.550555555556
86,Take in charge ticket-complete,15506.185798611112
86,Wait-complete,15506.292268518519
86,Resolve ticket-complete,15509.279189814815
86,Closed-complete,15535.528055555556
87,Assign seriousness-complete,15292.52494212963
87,Take in charge ticket-complete,15295.623958333334
87,Wait-complete,15295.624340277778
87,Resolve ticket-complete,15303.31258101852
87,Take in charge ticket-complete,15306.493460648147
87,Wait-complete,15306.499305555555
87,Resolve ticket-complete,15315.48701388889
87,Closed-complete,15345.597511574075
88,Assign seriousness-complete,14876.20681712963
88,Assign seriousness-complete,14876.447118055556
88,Wait-complete,14876.447824074074
88,Take in charge ticket-complete,14886.325625
88,Resolve ticket-complete,14886.325787037036
88,Closed-complete,14916.409375
89,Assign seriousness-complete,15762.622256944445
89,Take in charge ticket-complete,15777.611909722222
89,Resolve ticket-complete,15778.560324074075
89,Closed-complete,15793.560590277777
90,Assign seriousness-complete,14684.249340277778
90,Take in charge ticket-complete,14685.293090277777
90,Resolve ticket-complete,14685.326284722221
90,Closed-complete,14720.541990740741
91,Assign seriousness-complete,15118.410821759258
91,Take in charge ticket-complete,15118.41119212963
91,Resolve ticket-complete,15118.441793981481
91,Closed-complete,15164.417083333334
92,Assign seriousness-complete,14677.339965277777
92,Take in charge ticket-complete,14677.340092592593
92,Resolve ticket-complete,14686.311064814814
92,Closed-complete,14731.228310185184
93,Assign seriousness-complete,15546.168680555556
93,Take in charge ticket-complete,15551.27712962963
93,Resolve ticket-complete,15554.50980324074
93,Closed-complete,15592.173993055556
94,Assign seriousness-complete,15378.273564814815
94,Take in charge ticket-complete,15378.273703703704
94,Resolve ticket-complete,15378.27400462963
94,Closed-complete,15437.196226851851
95,Assign seriousness-complete,15243.310578703704
95,Take in charge ticket-complete,15246.454537037038
95,Resolve ticket-complete,15247.256516203704
95,Closed-complete,15274.3128125
96,Assign seriousness-complete,15397.60523148148
96,Take in charge ticket-complete,15398.286793981482
96,Resolve ticket-complete,15399.267511574075
96,Resolve ticket-complete,15399.267523148148
96,Closed-complete,15441.528090277778
97,Assign seriousness-complete,15797.393657407407
97,Take in charge ticket-complete,15800.55142361111
97,Resolve ticket-complete,15835.271111111111
97,Closed-complete,15850.271319444444
98,Assign seriousness-complete,15526.386701388888
98,Take in charge ticket-complete,15526.389340277778
98,Resolve ticket-complete,15530.431527777779
98,Closed-complete,15559.389097222222
99,Assign seriousness-complete,15105.303148148148
99,Take in charge ticket-complete,15105.304108796296
99,Resolve ticket-complete,15110.231585648147
99,Closed-complete,15136.305868055555
100,Assign seriousness-complete,15807.309224537037
100,Take in charge ticket-complete,15819.308344907407
100,Require upgrade-complete,15819.535543981481
100,Resolve ticket-complete,15840.43125
100,Closed-complete,15855.43148148148
101,Insert ticket-complete,14778.449479166668
101,Assign seriousness-complete,14778.471006944445
101,Take in charge ticket-complete,14789.191516203704
101,Resolve ticket-complete,14789.231331018518
101,Closed-complete,14826.451666666666
102,Assign seriousness-complete,15369.298252314815
102,Take in charge ticket-complete,15369.298576388888
102,Resolve ticket-complete,15370.258402777778
102,Closed-complete,15415.300127314815
103,Assign seriousness-complete,14767.188125
103,Assign seriousness-complete,14767.200810185184
103,Take in charge ticket-complete,14767.511620370371
103,Wait-complete,14768.317696759259
103,Take in charge ticket-complete,14769.179224537036
103,Create SW anomaly-complete,14769.17949074074
103,Resolve ticket-complete,14776.26605324074
103,Closed-complete,14806.266354166666
104,Assign seriousness-complete,15001.274293981482
104,Take in charge ticket-complete,15001.314351851852
104,Resolve ticket-complete,15001.315555555555
104,Closed-complete,15038.279583333333
105,Assign seriousness-complete,15664.29181712963
105,Take in charge ticket-complete,15670.612650462963
105,Wait-complete,15674.292604166667
105,Resolve ticket-complete,15681.586296296296
105,Closed-complete,15696.586516203704
106,Assign seriousness-complete,15751.466898148148
106,Resolve ticket-complete,15769.25431712963
106,Closed-complete,15784.254525462962
107,Assign seriousness-complete,16008.475925925926
107,Take in charge ticket-complete,16009.533449074073
107,Wait-complete,16024.272002314814
107,Resolve ticket-complete,16027.264409722222
107,Closed-complete,16042.264537037037
108,Assign seriousness-complete,14986.394629629629
108,Take in charge ticket-complete,14998.306550925927
108,Resolve ticket-complete,15000.258784722222
108,Closed-complete,15030.259050925926
109,Assign seriousness-complete,14876.524664351851
109,Take in charge ticket-complete,14879.258194444445
109,Wait-complete,14880.230335648148
109,Take in charge ticket-complete,14921.315
109,Resolve ticket-complete,14921.315243055555
109,Closed-complete,14936.315381944445
110,Assign seriousness-complete,14959.314861111112
110,Take in charge ticket-complete,14959.319733796296
110,Resolve ticket-complete,14959.578356481481
110,Closed-complete,15018.319861111111
111,Assign seriousness-complete,14789.458888888888
111,Take in charge ticket-complete,14789.511412037036
111,Resolve ticket-complete,14790.211851851851
111,Take in charge ticket-complete,14790.471527777778
111,Wait-complete,14791.250034722223
111,Take in charge ticket-complete,14792.463402777777
111,Resolve ticket-complete,14792.46449074074
111,Closed-complete,14826.465555555556
112,Assign seriousness-complete,15253.202025462962
112,Take in charge ticket-complete,15254.460960648148
112,Resolve ticket-complete,15261.489259259259
112,Closed-complete,15286.291898148149
113,Insert ticket-complete,14735.535972222222
113,Assign seriousness-complete,14753.3078125
113,Take in charge ticket-complete,14754.450277777778
113,Resolve ticket-complete,14754.466296296296
113,Closed-complete,14769.466423611111
114,Assign seriousness-complete,15959.411099537037
114,Take in charge ticket-complete,15959.41138888889
114,Wait-complete,15973.395092592593
114,Take in charge ticket-complete,15979.384837962964
114,Wait-complete,15985.18107638889
114,Resolve ticket-complete,15985.316504629629
114,Closed-complete,16000.316736111112
115,Assign seriousness-complete,15750.41275462963
115,Take in charge ticket-complete,15768.305543981482
115,Wait-complete,15768.306018518519
115,Wait-complete,15768.306018518519
115,Resolve ticket-complete,15785.495104166666
115,Closed-complete,15800.411967592592
116,Assign seriousness-complete,15072.418090277777
116,Take in charge ticket-complete,15072.41849537037
116,Resolve ticket-complete,15072.421643518519
116,Closed-complete,15124.42451388889
117,Assign seriousness-complete,15540.332928240741
117,Take in charge ticket-complete,15541.24275462963
117,Resolve ticket-complete,15541.4890625
117,Closed-complete,15589.333888888888
118,Assign seriousness-complete,15040.376666666667
118,Take in charge ticket-complete,15040.376863425927
118,Resolve ticket-complete,15040.468298611111
118,Closed-complete,15077.298912037037
119,Assign seriousness-complete,15313.515474537036
119,Take in charge ticket-complete,15313.540925925927
119,Resolve ticket-complete,15321.30699074074
119,Closed-complete,15372.521354166667
120,Assign seriousness-complete,15454.463229166666
120,Take in charge ticket-complete,15468.328541666666
120,Wait-complete,15468.396875
120,Resolve ticket-complete,15468.461423611112
120,Closed-complete,15485.529016203704
121,Assign seriousness-complete,15014.478449074075
121,Take in charge ticket-complete,15014.514606481482
121,Resolve ticket-complete,15014.51511574074
121,Closed-complete,15066.46894675926
122,Assign seriousness-complete,15019.557731481482
122,Take in charge ticket-complete,15020.387337962962
122,Resolve ticket-complete,15020.411655092592
122,Closed-complete,15063.47954861111
123,Assign seriousness-complete,15100.189664351852
123,Take in charge ticket-complete,15100.190034722222
123,Wait-complete,15100.413773148148
123,Take in charge ticket-complete,15106.448414351851
123,Resolve ticket-complete,15106.448541666667
123,Closed-complete,15144.22962962963
124,Assign seriousness-complete,15498.521898148148
124,Take in charge ticket-complete,15499.157881944444
124,Resolve ticket-complete,15499.157986111111
124,Closed-complete,15542.528159722222
125,Assign seriousness-complete,14840.283900462962
125,Take in charge ticket-complete,14840.284594907407
125,Wait-complete,14840.296701388888
125,Take in charge ticket-complete,14865.218993055556
125,Resolve ticket-complete,14865.2428125
125,Closed-complete,14880.243043981482
126,Assign seriousness-complete,15546.523969907408
126,Assign seriousness-complete,15579.436689814815
126,Resolve ticket-complete,15579.470891203704
126,Closed-complete,15594.471099537037
127,Assign seriousness-complete,14680.311678240741
127,Take in charge ticket-complete,14680.311805555555
127,Resolve ticket-complete,14680.31767361111
127,Closed-complete,14713.229814814815
128,Assign seriousness-complete,15306.257256944444
128,Resolve ticket-complete,15306.32429398148
128,Resolve ticket-complete,15306.32429398148
128,Closed-complete,15339.264444444445
129,Assign seriousness-complete,15800.552685185185
129,Resolve ticket-complete,15818.535127314815
129,Closed-complete,15833.535381944444
130,Insert ticket-complete,14707.248645833333
130,Assign seriousness-complete,14707.250752314814
130,Take in charge ticket-complete,14707.250821759259
130,Resolve ticket-complete,14707.250914351851
130,Closed-complete,14740.250277777777
130,Closed-complete,14740.250277777777
131,Assign seriousness-complete,15929.176261574074
131,Take in charge ticket-complete,15929.176898148147
131,Resolve ticket-complete,15957.233333333334
131,Closed-complete,15972.233483796297
132,Assign seriousness-complete,15512.410254629629
132,Take in charge ticket-complete,15512.437523148148
132,Wait-complete,15512.480648148148
132,Resolve ticket-complete,15516.377465277777
132,Closed-complete,15554.27113425926
133,Assign seriousness-complete,15000.392337962963
133,Assign seriousness-complete,15000.41662037037
133,Take in charge ticket-complete,15000.41670138889
133,Resolve ticket-complete,15002.520335648149
133,Closed-complete,15044.396226851852
134,Assign seriousness-complete,15083.488020833332
134,Take in charge ticket-complete,15083.489872685184
134,Resolve ticket-complete,15083.490069444444
134,Closed-complete,15127.493252314815
135,Assign seriousness-complete,15013.41505787037
135,Take in charge ticket-complete,15013.415289351851
135,Wait-complete,15015.269097222223
135,Take in charge ticket-complete,15019.417488425926
135,Resolve ticket-complete,15019.418738425926
135,Take in charge ticket-complete,15036.324039351852
135,Resolve ticket-complete,15036.503807870371
135,Closed-complete,15066.46894675926
136,Assign seriousness-complete,15497.492314814815
136,Take in charge ticket-complete,15498.388703703704
136,Resolve ticket-complete,15499.176030092593
136,Closed-complete,15528.493402777778
137,Assign seriousness-complete,15191.41681712963
137,Take in charge ticket-complete,15197.313043981481
137,Wait-complete,15198.446469907407
137,Resolve ticket-complete,15205.392789351852
137,Closed-complete,15224.42425925926
138,Assign seriousness-complete,15401.301226851852
138,Take in charge ticket-complete,15401.301342592593
138,Resolve ticket-complete,15401.3153125
138,Closed-complete,15436.2228125
139,Assign seriousness-complete,14718.197581018518
139,Take in charge ticket-complete,14718.260648148149
139,Resolve ticket-complete,14718.268113425926
139,Closed-complete,14755.201851851853
140,Assign seriousness-complete,15818.546921296296
140,Take in charge ticket-complete,15863.247199074074
140,Resolve ticket-complete,15863.253784722223
140,Closed-complete,15878.253993055556
141,Assign seriousness-complete,14986.360787037038
141,Take in charge ticket-complete,14986.361064814815
141,Wait-complete,14986.368356481482
141,Take in charge ticket-complete,14986.380451388888
141,Wait-complete,14986.39900462963
141,Take in charge ticket-complete,15000.309189814814
141,Resolve ticket-complete,15000.309768518518
141,Closed-complete,15020.27164351852
142,Assign seriousness-complete,15406.375057870371
142,Take in charge ticket-complete,15407.495555555555
142,Resolve ticket-complete,15408.533622685185
142,Closed-complete,15437.29951388889
143,Assign seriousness-complete,15695.30832175926
143,Take in charge ticket-complete,15695.30851851852
143,Wait-complete,15695.586944444445
143,Resolve ticket-complete,15713.323912037036
143,Closed-complete,15728.32414351852
144,Assign seriousness-complete,15868.540879629629
144,Take in charge ticket-complete,15875.20324074074
144,Wait-complete,15875.20388888889
144,Resolve ticket-complete,15889.582280092593
144,Closed-complete,15904.582511574074
145,Assign seriousness-complete,15924.430185185185
145,Take in charge ticket-complete,15938.249050925926
145,Require upgrade-complete,15940.4125
145,Wait-complete,15940.433958333333
145,Resolve ticket-complete,15957.522395833334
145,Closed-complete,15972.522615740741
146,Assign seriousness-complete,14887.496840277778
146,Take in charge ticket-complete,14887.50636574074
146,Resolve ticket-complete,14887.50670138889
146,Closed-complete,14918.58394675926
147,Assign seriousness-complete,15719.530717592592
147,Take in charge ticket-complete,15742.629594907406
147,Resolve ticket-complete,15749.299201388889
147,Closed-complete,15764.299421296297
148,Assign seriousness-complete,15348.388599537036
148,Take in charge ticket-complete,15348.593356481482
148,Resolve ticket-complete,15348.59366898148
148,Resolve ticket-complete,15348.59366898148
148,Closed-complete,15379.38917824074
149,Assign seriousness-complete,15014.524618055555
149,Take in charge ticket-complete,15014.553020833333
149,Resolve ticket-complete,15014.558842592593
149,Closed-complete,15073.444733796296
150,Insert ticket-complete,15112.235891203703
150,Assign seriousness-complete,15112.235983796296
150,Take in charge ticket-complete,15112.237222222222
150,Wait-complete,15117.51451388889
150,Take in charge ticket-complete,15120.205243055556
